"";"hashed_id";"profession_declaree";"profession_recode"
"451";2748;"Manger comptable";"Cheffe comptable"
"452";2795;"Inspecteur des finances publiques";"Inspecteur des finances publiques"
"453";4044;"Ingénieur";"Ingénieur des mines"
"454";2438;"Employée aux achats";"Employée aux achats"
"455";9819;"Assureur";"Assureur"
"456";7006;"Consultant informatique";"Consultant informatique"
"457";7210;"Manutentionnaire expéditionnaire";"Manutentionnaire expéditionnaire"
"458";7955;"Informaticien de développement";"Informaticien de développement"
"459";5295;"Contrôle gestion";"Contrôleur de gestion"
"460";1269;"Doctorant CIFRE";"Doctorant (CIFRE)"
"461";1735;"Analyste financier de banque";"Analyste financier de banque"
"462";5470;"Pharmacienne d'officine";"Pharmacienne d'officine"
"463";6618;"Magasinier (logistique)";"Magasinier (logistique)"
"464";8020;"Cadre dirigeante (50 salariés ou plus)";"Cadre dirigeante (50 salariés ou plus)"
"465";4618;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"466";5044;"gérante d'une imprimerie";"Imprimeur"
"467";5090;"Technico-commercial en matériels industriels";"Technico-commercial en matériels industriels"
"468";8218;"Chef d'atelier en maintenance industrielle";"Chef d'atelier en maintenance industrielle"
"469";7794;"Ingénieur d'études en informatique";"Ingénieur d'études en informatique"
"470";9096;"Directrice commerciale";"Directrice commerciale"
"471";775;"Développeur en informatique";"Développeur en informatique"
"472";5323;"Manager de la grande distribution";"Manager de la grande distribution"
"473";5648;"Opérateur Son";"Opérateur du son"
"474";7937;"Cadre commercial du BTP";"Cadre commercial du BTP"
"475";9274;"Enquêteur statistique";"Enquêteur statistique"
"476";5566;"E-Commercant";NA
"477";10109;"Manutentionnaire";"Manutentionnaire"
"478";4156;"Directeur d'établissement sanitaire, social et médico-social (D3S)";"Directeur d'établissement sanitaire, social et médico-social (D3S)"
"479";8074;"Électrotechnicien de maintenance industrielle";"Électrotechnicien de maintenance industrielle"
"480";6331;"Manager de restaurant";"Gérant de restaurant"
"481";3754;"Cadre";NA
"482";5271;"Auxiliaire de vie à domicile";"Auxiliaire de vie à domicile"
"483";10296;"Assistante d'études patrimoine naturel";"Chargée de mission patrimoine naturel"
"484";5766;"Ingénieur informatique";"Ingénieur développement informatique"
"485";2847;"Gerante";"Gérant d'une société d'import/export"
"486";9501;"Administrateur système informatique";"Administrateur système informatique"
"487";4456;"Dans un camping";NA
"488";7570;"Assistante de direction médico social";"Assistante de direction d'entreprise"
"489";5833;"Conseiller principal d'éducation (CPE)";"Conseiller principal d'éducation (CPE)"
"490";319;"technicienne de credit";"Technicienne de banque"
"491";9177;"Artisan du bois";"Artisan du bois"
"492";10019;"Cheminot";"Conducteur de train"
"493";4431;"Salariée";NA
"494";9215;"Enseignante certifiée en collège";"Enseignante certifiée en collège"
"495";9805;"Chef de projet informatique";"Chef de projet informatique"
"496";4650;"Cadre dirigeant (50 salariés ou plus)";"Cadre dirigeant (50 salariés ou plus)"
"497";10235;"Chef d entreprise";"Chef d'entreprise de l'industrie"
"498";8643;"Cadre de gestion des ressources humaines";"Cadre de gestion des ressources humaines (RH)"
"499";6567;"Directrice d'agence";"Directrice d'agence bancaire"
"500";4235;"Ingénieur aéronautique (recherche et développement)";"Ingénieur aéronautique recherche et développement (R&D)"
"501";2987;"Ingénieur logiciel";"Ingénieur logiciel"
"502";1458;"Ouvrier de la métallurgie";"Ouvrier de la métallurgie"
"503";6912;"Directeur des systèmes d'information (DSI)";"Directeur des systèmes d'information (DSI)"
"504";9311;"Secrétaire comptable";"Secrétaire comptable"
"505";6876;"Chargé d’affaires";"Chargé d'affaires de l'industrie"
"506";7910;"Manager de communauté";"Manager de communauté"
"507";9956;"Technicienne de rivières";"Technicienne de rivières"
"508";5293;"Masseuse";"Masseuse kinésithérapeute"
"509";5834;"Gestionnaire paies";"Gestionnaire de paie"
"510";3152;"Responsable développement";"Responsable du développement commercial"
"511";5204;"Ambulancier taxi";"Ambulancier taxi"
"512";426;"Infirmier diplômé d'État";"Infirmier diplômé d'État"
"513";4962;"Producteur de films";"Producteur de cinéma"
"514";2077;"Traducteur littéraire";"Traducteur littéraire"
"515";1834;"Chargée d’études";"Chargée d'études de marché"
"516";8765;"Chirurgien viscéral";"Chirurgien"
"517";10001;"Analyste de crédits";"Analyste de crédits"
"518";281;"Responsable atelier";"Responsable d'atelier ESAT/CAT"
"519";7408;"Pdg";"Présidente ou PDG de filiale"
"520";3736;"Ingénieur système et réseaux informatiques";"Ingénieur système et réseaux informatiques"
"521";7916;"INGENIEUR BTP";"Ingénieur de chantier du BTP"
"522";10359;"Cadre";NA
"523";6087;"Animateur événementiel";"Animateur événementiel"
"524";8884;"Ingénieur de méthodes";"Ingénieur de méthodes"
"525";5982;"Artisan pizzaïola";"Pizzaiolo"
"526";5569;"Téléconseiller";"Téléconseiller"
"527";788;"retouche photo";"Photographe"
"528";8976;"Manager";"Business manager"
"529";7329;"Auxiliaire de puériculture";"Auxiliaire de puériculture"
"530";4886;"Médecin généraliste";"Médecin généraliste"
"531";6828;"Travailleur social";"Travailleur social"
"532";1976;"Revenue manager";"Product manager"
"533";4827;"Employé de blanchisserie";"Employé de blanchisserie"
"534";5171;"Chauffeur livreur";"Chauffeur-livreur (voiture)"
"535";9917;"Cadre administratif de l'État";"Cadre administratif de l'État"
"536";961;"Responsable d’équipe";NA
"537";6231;"Employé polyvalent du commerce";"Employé polyvalent du commerce"
"538";5984;"Responsable commercial";"Responsable commercial"
"539";1597;"Vendeur technique";"Vendeur conseil magasin d'articles de sport (VCM)"
"540";7234;"Vendeuse conseiller dans la vape";"Vendeuse en vapestore"
"541";5076;"Apprenti marketing";"Assistante marketing"
"542";8947;"Éducateur spécialisé";"Éducateur spécialisé"
"543";677;"Cadre technique de production industrielle";"Cadre technique de production industrielle"
"544";5913;"Informaticien programmeur";"Informaticien programmeur"
"545";10157;"Électrotechnicien de maintenance industrielle";"Électrotechnicien de maintenance industrielle"
"546";2066;"Responsable d'agence bancaire";"Responsable d'agence bancaire"
"547";2303;"Coordinateur des opérations";"Coordinateur des ventes"
"548";3863;"Préparatrice en pharmacie";"Préparatrice en pharmacie"
"549";9887;"Agent commercial en matériel médical";"Agent commercial en matériel médical"
"550";5052;"Magasinier du commerce";"Magasinier du commerce"
"551";6048;"Développeur web";"Développeur web"
"552";3204;"Technicien inspecteur";"Technicienne en entretien industriel"
"553";109;"Juriste en droit social";"Juriste social"
"554";3166;"Embouteillages";"Embouteilleur"
"555";8417;"Ingenieur";NA
"556";10112;"Enseignant (professeur des écoles)";"Enseignant (professeur des écoles)"
"557";3050;"Agent administratif";"Agent administratif de banque"
"558";4459;"Agriculteur céréalier";"Agriculteur céréalier"
"559";6067;"Photographe";"Photographe"
"560";2865;"Assistante administrative du transport de marchandises";"Assistante administrative du transport de marchandises"
"561";3796;"Militaire du rang";"Militaire du rang"
"562";7286;"Architecte de solutions informatique";"Architecte de systèmes d'information"
"563";1983;"chargé de projet recherche";"Chef de projet recherche et développement (R&D) de l'industrie"
"564";7891;"Chef de réception de l'hôtellerie";"Chef de réception de l'hôtellerie"
"565";4006;"Fonctionnaire";NA
"566";819;"Agriculteur éleveur bovins";"Agriculteur éleveur bovins"
"567";2410;"Cadre bancaire";"Cadre commerciale de banque"
"568";2474;"Réceptionniste d'hôtel";"Réceptionniste d'hôtel"
"569";8969;"Np";NA
"570";6224;"Officier pilote de ligne (OPL)";"Officier pilote de ligne (OPL)"
"571";4267;"Chef de projet télécom";"Chef de projet télécom"
"572";6884;"Serveuse de café, bar, hôtel";"Serveuse de café, bar, hôtel"
"573";10279;"EP lidl";"Employé polyvalent du commerce"
"574";5721;"Fraiseur de l'industrie des métaux";"Fraiseur de l'industrie des métaux"
"575";1409;"Employée Commercial";"Employée de service commercial"
"576";6124;"Prof de violon";"Professeur de musique (hors établissement scolaire)"
"577";8771;"Gestionnaire back office";"Gestionnaire back office"
"578";300;"Ambulancière";"Ambulancière"
"579";2561;"Aide comptable";"Aide comptable"
"580";6220;"Comptable d'entreprise";"Comptable d'entreprise"
"581";1749;"Enseignant (professeur des écoles)";"Enseignant (professeur des écoles)"
"582";3797;"Infirmier";"Infirmier"
"583";6708;"Électronique";"Câbleur en électronique"
"584";3322;"Réceptionniste";"Réceptionniste"
"585";5851;"Chargée de formation en entreprise";"Chargée de formation"
"586";2201;"Conseiller bancaire";"Conseiller clientèle bancaire"
"587";1615;"Technicien télécom";"Technicien d'exploitation télécommunication"
"588";5256;"Enseignante (professeure des écoles)";"Enseignante (professeure des écoles)"
"589";48;"Chef d'équipe vitrage isolant";"Chef d'équipe BTP"
"590";1010;"Directeur général adjoint (50 salariés ou plus)";"Directeur général adjoint (50 salariés ou plus)"
"591";369;"Ingénieur d'études en techniques biologiques";"Ingénieur d'études (enseignement supérieur, recherche publique)"
"592";1086;"Ambulancier Samu";"Ambulancier Samu"
"593";2782;"Responsable logistique";"Responsable logistique"
"594";5027;"Archéologue";"Enseignant chercheur (maître de conférence)"
"595";5614;"Vendeuse en literie";"Vendeuse en literie"
"596";4089;"Marin pompier";"Marin-pompier"
"597";865;"Agent administratif de l'État";"Agent administratif de l'État"
"598";4328;"Agent de maintenance industrielle";"Agent de maintenance industrielle"
"599";1573;"Aide-soignant à domicile";"Aide-soignant à domicile"
"600";1415;"Conseiller commercial en automobiles";"Conseiller commercial en automobiles"
"601";9250;"Couvreur";"Couvreur"
"602";5577;"Fashion job";NA
"603";1542;"Expert comptable";"Experte-comptable"
"604";5685;"Assistant régulation médical";"Assistant de régulation médicale (ARM)"
"605";196;"Rédactrice traductrice";"Rédactrice traductrice"
"606";10012;"Secrétaire administrative d'entreprise";"Secrétaire administrative d'entreprise"
"607";6126;"Chef de projet d'affaires";"Chef de projet d'affaires"
"608";2371;"Commercial";"Représentant en matériels de bureau"
"609";5156;"Agent de comptabilité";"Agent de comptabilité"
"610";10389;"Cadre de banque";"Cadre commerciale de banque"
"611";4516;"Traffic web manager";"Traffic web manager"
"612";7289;"Contrôleur de gestion";"Contrôleur de gestion"
"613";9200;"Enseignant certifié dans le supérieur";"Enseignant certifié dans le supérieur (STS, CPGE)"
"614";1271;"Attache commercial";"Attachée d'administration commerciale"
"615";6044;"Commercial";"Représentant en matériels de bureau"
"616";3681;"Responsable qualité sécurité environnement (QSE)";"Responsable qualité sécurité environnement (QSE)"
"617";6990;"Directeur commercial (50 salariés ou plus)";"Directeur commercial (50 salariés ou plus)"
"618";3476;"Chef de projet du BTP";"Chef de projet du BTP"
"619";371;"Consultante PLM";"Consultante marketing"
"620";4594;"Facteur";"Facteur"
"621";7184;"Driver";"Conducteur de bus, de car"
"622";575;"Vendeuse conseil magasin d'habillement (VCM)";"Vendeuse conseil magasin d'habillement (VCM)"
"623";9278;"Data scientist";"Data scientist"
"624";5887;"Graphiste";"Graphiste"
"625";8640;"Masseur kinésithérapeute";"Masseur kinésithérapeute"
"626";1492;"Juriste";"Juriste"
"627";5073;"Militaire du rang";"Militaire du rang"
"628";2282;"Chargé d'affaires du BTP";"Chargé d'affaires du BTP"
"629";7033;"Ingénieur-conseil informatique";"Ingénieur-conseil informatique"
"630";5523;"Directrice du marketing";"Directrice du marketing"
"631";2551;"Électrotechnicien de maintenance industrielle";"Électrotechnicien de maintenance industrielle"
"632";4242;"Apprentie technicienne informatique";"Technicienne de maintenance informatique"
"633";9485;"Aide soignante / Praticienne en massage bien-être";"Aide-soignante"
"634";9280;"Chef de quai (transport)";"Chef de quai (transport)"
"635";1878;"Coordinatrice sociale";"Coordinatrice sociale"
"636";5296;"Magasinier préparateur de commandes";"Magasinier préparateur de commandes"
"637";3984;"Cadre technique de la banque";"Cadre technique de la banque"
"638";9189;"Pilote de ligne";"Pilote de ligne de l'aviation civile"
"639";2994;"Gestionaire rh";"Chargé d'études en ressources humaines (RH)"
"640";5472;"Chef d'édition (journaliste)";"Chef d'édition (journaliste)"
"641";862;"Agent sécurité incendie SSIAP";"Agent sécurité incendie SSIAP"
"642";3334;"Conseiller à l'emploi";"Conseiller à l'emploi"
"643";8059;"Fonctionnaire territorial";NA
"644";2029;"Bibliothécaire";"Bibliothécaire"
"645";5428;"Conducteur d'autocar";"Conducteur d'autocar"
"646";9665;"Artiste graphiste";"Artiste graphiste"
"647";5088;"Paysagiste";"Paysagiste"
"648";1577;"Account Manager";"Responsable commercial grands comptes"
"649";10320;"Assistant d éducation";"Assistant d'éducation (AED)"
"650";4098;"Assistante sociale";"Assistante sociale"
"651";9680;"Chef d'entreprise du BTP";"Chef d'entreprise du BTP"
"652";3517;"Avocat associé";"Avocat associé"
"653";7728;"Chef de projet operations aeroportuaires";"Chef de projet du BTP"
"654";1642;"AGENT DE MAITRISE";"Agent de maîtrise administrative"
"655";9691;"Enseignante certifiée en collège";"Enseignante certifiée en collège"
"656";3680;"Cadre technique de la banque";"Cadre technique de la banque"
"657";3499;"Responsable production";"Responsable de production industrielle"
"658";8104;"Enseignant certifié en lycée (CAPES, CAPET)";"Enseignant certifié en lycée"
"659";3502;"Ingénieur recherche et développement (R&D) de l'industrie";"Ingénieur recherche et développement (R&D) de l'industrie"
"660";1177;"Ingénieur d'études de l'industrie";"Ingénieur d'études de l'industrie"
"661";9870;"Hôtesse service client";"Hôtesse standardiste"
"662";1168;"Fonctionnaire";NA
"663";6131;"Consultant en communication";"Consultant en communication"
"664";2179;"Chef d’entreprise";"Chef d'entreprise de l'industrie"
"665";10289;"Artiste infographiste";"Artiste infographiste"
"666";1858;"Agent administratif de l'État";"Agent administratif de l'État"
"667";2533;"Chef d'équipe sécurité";"Chef de service de sécurité"
"668";5405;"Employée aux achats";"Employée aux achats"
"669";5032;"Assistante comptable";"Assistante comptable"
"670";2399;"Chargée de communication";"Chargée de communication"
"671";1738;"transcription audio";"Transcripteur médical"
"672";8473;"Enseignante certifiée en collège";"Enseignante certifiée en collège"
"673";3945;"Directeur commercial";"Directeur commercial"
